CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,BalanceSalaryRatio,ProductDensity,EngagementProductInteraction,AgeTenureInteraction,churn_probability,risk_tier,actual_exited
-0.680735393748446,-0.2799319620189817,0.6847228671904925,-1.2260588112551243,0.8088303613464911,1,0,-0.09502138348333888,False,False,True,-0.03492675203135649,-0.3462405222392956,-0.9086076523680435,0.4400389043966434,0.019755582372004123,Low,0
-1.3019151758845888,-0.5649345958990805,-0.35097063583918053,0.8771134308753196,0.8088303613464911,0,0,-0.7789409990941224,True,False,True,-0.015245031825657403,0.10206472801699919,-0.9086076523680435,-0.49102226210570116,0.09370826805075742,Low,0
-0.970619292078646,0.10007154982114991,-0.35097063583918053,-1.2260588112551243,0.8088303613464911,0,1,0.09946914240819298,False,True,False,-0.03492675203135649,0.10206472801699919,1.3905735018133094,-0.27377465658848743,0.029152600155003372,Low,0
-0.12167358982591753,-0.46993371793904753,-0.005739468162622887,1.011458170016173,0.8088303613464911,0,0,-1.1473743707662665,False,True,True,-0.0009601632963325675,-0.09718204987468745,-0.9086076523680435,-0.1961862260466254,0.046398029166878796,Low,0
-0.11132059345698182,-0.46993371793904753,-0.6962018035157382,0.023204417443530367,-0.9102564852985486,1,1,1.200282546767909,False,True,False,-0.031106738819958468,-0.3462405222392956,0.240982924722633,-0.7237875537312873,0.07582421204624874,Low,0
-0.9499132993407745,-0.46993371793904753,-1.7318953065454112,-1.2260588112551243,-0.9102564852985486,1,0,1.4522222603688624,False,True,True,-0.03492675203135649,1.8952857290421778,-0.9086076523680435,-1.5151895452582802,0.18602951785972338,Low,0
-0.5772054300590889,-0.8499372297791791,1.3751852025436078,0.8716293202336782,0.8088303613464911,1,1,-0.730277552386093,True,False,True,-0.016242863399887248,-0.49567560565806046,1.3905735018133094,0.5796980793719951,0.05440148819057642,Low,0
0.5719771668927752,-0.944938107739212,0.33949169951393476,1.7522692998894362,-0.9102564852985486,1,0,1.2437626330364233,True,False,False,-0.025952313952172106,-0.6664585581366489,-0.9086076523680435,-0.16515085382988057,0.3455147197944406,Medium,0
-1.508975103263303,0.955079451461446,0.6847228671904925,0.05810801674838688,-0.9102564852985486,0,0,0.6183211327937311,False,False,True,-0.030030823758971686,-0.7198282307862078,-0.9086076523680435,1.146093622327588,0.48248983918397703,High,0
0.654801137844261,0.10007154982114991,-1.7318953065454112,-1.2260588112551243,0.8088303613464911,1,0,-0.644823008523355,False,False,False,-0.03492675203135649,4.883987397417476,-0.9086076523680435,-1.5151895452582802,0.07509475485414062,Low,0
0.49950619231022525,1.4300838412616106,-0.6962018035157382,0.5558448712660913,-0.9102564852985486,1,1,0.979826903208137,True,False,False,-0.029036303359876926,-0.3462405222392956,0.240982924722633,-0.25825697048011503,0.7191895256706938,High,1
-0.26661553899101753,-0.0899302060989159,0.6847228671904925,-1.2260588112551243,-0.9102564852985486,1,0,1.1350334629675547,False,False,False,-0.03492675203135649,-0.7198282307862078,-0.9086076523680435,0.5486627071552502,0.34267597626419377,Medium,0
0.7272721124268109,-0.3749328399790146,1.7204163702201654,-1.2260588112551243,0.8088303613464911,1,0,-0.490769217520701,False,False,True,-0.03492675203135649,-0.5500156359921567,-0.9086076523680435,1.2004055237068916,0.01857071228910517,Low,0
0.7893900906404252,-0.7549363518191462,1.7204163702201654,0.33092281753822167,0.8088303613464911,0,0,-0.4032121657756763,False,True,False,-0.024453018537551368,-0.5500156359921567,-0.9086076523680435,0.8900518015394433,0.0544741712328321,Low,0
0.19926929761108958,-0.0899302060989159,1.7204163702201654,0.2092482761224284,-0.9102564852985486,0,0,0.7769647190854593,False,False,True,-0.029799567276579852,-0.8217157876626383,-0.9086076523680435,1.4331708153324776,0.0863899720274014,Low,0
0.5305651814170323,-0.8499372297791791,-1.0414329711922958,-1.2260588112551243,0.8088303613464911,1,1,0.7989758172428683,False,True,True,-0.03492675203135649,0.8990518395837451,1.3905735018133094,-1.049658962007108,0.01115897484997045,Low,0
-0.1837915680395318,0.2900733057412157,-1.3866641388688534,-1.2260588112551243,0.8088303613464911,1,0,-0.7476721683699096,False,False,False,-0.03492675203135649,1.8952857290421778,-0.9086076523680435,-1.1893181369824597,0.05889283443800156,Low,0
